"id","e1a","e1c","e1f","e1g","f5a","f5b","f5c","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","h1a","h1b","h1c","near_03f","cityRate","numBehaviors"
1460,2,5,4,4,5,3,4,4,4,5,5,3,3,3,1,0,1,1,0,0,1,0,1,1,320.383007097,2.31849315068493,2
1467,2,4,4,2,3,3,2,4,4,5,3,4,5,5,1,1,1,0,0,0,0,0,1,1,68.3256610356,2.31849315068493,0
1468,4,3,4,3,3.57932705142442,3.33989157136566,3.33774815122742,4,4,4,5,4,5,4,1,1,1,1,1,1,1,0,1,1,47.556974326,2.31849315068493,4
1478,2,3,4,4,5,2,2,3,4,4,3,3,4,3,1,1,1,1,1,0,1,0,1,1,0,2.31849315068493,3
1480,4,2,4,2,4,1,3,5,5,4,4,4,4,4,1,1,1,1,0,0,1,0,0,1,6.73417712721,2.31849315068493,2
1481,2,4,5,2,3,2,4,4,4,4,4,2,2,2,1,1,0,0,0,1,0,0,0,1,90.402412859,2.31849315068493,1
1482,3,3,4,2,5,4,4,4,4,4,3,3,2,4,1,0,1,1,0,0,1,0,1,1,145.171283081,2.31849315068493,2
1485,4,3,4,2,4,3,3,4,4,5,4,3,3,3,1,0,1,0,0,0,1,0,0,1,70.3135550755,2.31849315068493,1
1496,1,2,5,1,5,3,5,4,4,5,3,3,4,4,1,1,1,1,1,1,1,0,1,1,0,2.31849315068493,4
1498,4,2,4,2,5,4,4,5,5,5,4,4,4,4,1,1,1,1,0,1,1,0,1,1,0,2.31849315068493,3
1509,2,4,4,2,4,3,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,1,1,0,2.31849315068493,0
1515,4,2,2,4,4,4,3,4,2,4,4,2,3,3,1,1,1,1,0,1,1,0,1,1,52.9189418018,2.31849315068493,3
1517,1,3,1,5,5,3,1,3,4,3,4,3,3,3,1,1,0,0,0,1,0,0,0,1,220.225191609,2.31849315068493,1
1519,4,2,4,2,5,3,3,4,4,5,3,3,4,4,1,1,1,1,1,1,1,0,0,1,54.6679024475,2.31849315068493,4
1520,3,2,3,3,3,2,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,0,0,1,281.874617173,2.31849315068493,3
1523,2,4,4,2,5,4,5,5,1,4,3,1,2,4,1,0,1,1,0,1,1,0,0,0,420.960993727,2.31849315068493,3
1525,1,4,4,2,5,2,5,5,5,5,5,2,2,5,1,1,1,1,1,1,1,0,1,1,220.646660694,2.31849315068493,4
1535,2,4,4,2,4,3,3,4,4,4,4,2,4,4,1,1,1,1,1,1,1,0,0,0,36.209007839,2.31849315068493,4
1537,1,4,5,1,4.66424295099085,4.21247293661288,4.06467792282966,5,4,5,5,5,5,5,1,1,1,1,1,1,1,0,1,1,82.1715517155,2.31849315068493,4
1539,2,4,5,2,5,2,5,4,4,4,4,4,4,4,1,0,1,0,0,0,1,0,0,1,172.753657128,2.31849315068493,1
1542,1,5,5,1,3,2,2,5,2,5,4,3,5,4,1,1,0,1,0,1,1,0,0,1,250.265610583,2.31849315068493,3
1548,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,1,1,277.66706479,2.31849315068493,4
1550,4,2,2,4,3,3,4,4,4,4,4,4,4,4,1,0,1,1,0,1,0,0,0,0,199.307570567,2.31849315068493,2
1552,2,4,5,2,3,3,4,4,4,4,4,4,3,3,1,1,1,0,0,1,1,0,0,1,148.960476508,2.31849315068493,2
1553,2,4,5,2,4,3,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,0,0,0,182.347439602,2.31849315068493,3
1554,2,3,3,4,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,105.557405566,2.31849315068493,4
1557,1,5,5,1,4,3,3,5,5,5,4,3,4,4,1,0,1,0,0,0,1,0,1,1,2.52915514991,2.31849315068493,1
1558,2,5,4,2,3,2,2,5,5,5,4,4,4,4,1,1,1,1,0,1,1,0,1,1,172.757808712,2.31849315068493,3
1571,2,4,5,1,5,4,4,5,5,5,4,4,5,5,1,1,1,1,0,0,1,0,1,1,48.5744345144,2.31849315068493,2
1573,1,5,3,3,3.5819090956316,2.73447331047858,3.27780158119351,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,123.177071995,2.31849315068493,4
1574,4,2,5,1,4,4,4,4,2,4,5,5,2,4,1,0,1,1,1,0,1,0,0,1,48.4876592634,2.31849315068493,3
1579,4,2,4,4,5,2,3,5,5,4,4,3,2,2,1,1,1,0,1,0,0,0,0,0,51.0711856451,2.31849315068493,1
1581,1,5,4,2,5,3.94207764897815,4,5,3,5,4,3,4,4,1,0,1,1,0,0,0,0,0,1,23.2957669405,2.31849315068493,1
1590,4,2,3,3,5,4,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,1,1,0,2.31849315068493,4
1596,2,4,4,2,5,5,5,5,5,4,4,3,4,4,1,1,0,1,1,0,1,0,1,1,0,2.31849315068493,3
1611,2,5,5,1,3,3,5,4,4,5,5,4,3,5,1,1,1,1,1,0,1,0,0,1,0,2.31849315068493,3
1612,5,1,4,3,3,2,2,4,4,5,5,3,3,4,0,1,1,1,0,0,0,0,0,1,197.796920885,2.31849315068493,1
1619,2,4,3,4,4,3,4,4,4,5,4,3,3,3,1,1,1,1,1,0,1,0,1,1,117.306505455,2.31849315068493,3
1620,1,5,5,2,5,5,4,5,5,5,5,5,5,5,1,1,1,0,1,1,1,0,0,1,98.405069783,2.31849315068493,3
1624,1,4,5,1,5,4,4,2,4,5,4,4,3,4,1,1,1,1,1,0,1,0,0,1,280.317697548,2.31849315068493,3
1626,2,4,5,2,5,4,5,4,5,5,4,4,5,5,1,1,1,1,0,1,1,0,0,1,407.712434224,2.31849315068493,3
1629,1,5,4,2,4,4,3,5,2,4,4,4,3,5,0,1,1,1,0,0,0,0,0,0,86.4977811849,2.31849315068493,1
1631,4,2,5,2,5,3,4,4,5,5,3,3,4,5,1,1,1,1,1,1,1,0,0,0,98.405069783,2.31849315068493,4
1635,2,4,4,2,4,2,4,4,4,4,4,4,4,4,1,1,1,0,1,1,0,0,0,0,137.302717659,2.31849315068493,2
1636,4,3.15997618933187,4,2,4,3,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,1,137.302717659,2.31849315068493,0
1637,2,4,4,2,3.05159609520944,2.36409628082605,3.19767603063805,4,4,4,4,3,4,4,1,1,1,1,1,1,1,0,0,0,137.302717659,2.31849315068493,4
1640,3,3,5,4,5,3,4,4,4,4,4,4,3,1,1,1,1,0,0,0,0,0,0,1,192.414647398,2.31849315068493,0
1642,4,3,4,2,4,4,3,4,4,4,4,4,5,5,1,0,1,1,0,1,0,0,0,1,213.342860037,2.31849315068493,2
1654,1,3,5,5,2,1,4,2,3,3,3,2,4,1,1,0,1,0,0,0,0,0,0,1,92.6277505816,2.31849315068493,0
1655,3,3,4,2,4,4,4,4,4,4,4,3,4,4,1,0,1,0,1,0,1,0,0,1,19.1803517248,2.31849315068493,2
1658,2,3,5,2,2.74831618355107,1.69154016542256,3.03106146410893,4,5,5,5,4,3,4,1,1,1,1,1,1,1,0,0,0,142.340609402,2.31849315068493,4
1663,4,2,2,4,4,4,4,4,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,1,122.772822263,2.31849315068493,0
1664,2,2,4,3,5,5,5,5,5,5,5,5,4,5,1,1,1,1,0,0,1,0,1,1,43.9217909709,2.31849315068493,2
1665,4,4,5,5,5,2,4,4,5,5,5,5,5,5,1,1,1,0,0,1,0,0,1,1,84.0085116294,2.31849315068493,1
1666,2,3,4,2,3,2,3,4,4,5,4,3,2,2,1,0,1,1,0,0,0,0,1,1,133.353654393,2.31849315068493,1
1668,1,5,5,1,4.76577799365037,3.47107671307095,3.98279884172743,5,5,5,4,4,3,3,1,1,1,1,1,1,1,0,0,1,86.8809398707,2.31849315068493,4
1672,5,2,5,1,5,4,4,4,4,5,4,4,4,4,1,1,1,1,0,0,0,0,1,1,0,2.31849315068493,1
1677,2,5,4,2,3,3,1,2,4,5,4,4,4,4,1,1,0,1,0,0,0,0,0,1,90.402412859,2.31849315068493,1
1679,2,4,4,5,3.9429293728522,3.05155035836149,4.07587705157045,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,73.9169711507,2.31849315068493,4
1680,4,3.88116295820774,4,4,4,2,4,4,4,5,5,3,4,3,1,0,1,1,0,1,1,0,0,1,241.586357444,2.31849315068493,3
1682,5,2,5,2,3,1,1,5,5,5,5,4,3,3,1,1,1,1,1,0,1,0,0,0,263.239108266,2.31849315068493,3
1691,2,3,5,1,4,4,3,5,5,5,3,3,3,3,1,1,1,0,0,0,0,0,1,1,0,2.31849315068493,0
1692,5,5,5,2,4.15894207546955,2.93441734033738,3.6867219225957,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,0,2.31849315068493,4
1695,4,2,4,2,4,4,4,4,4,5,4,3,4,5,1,0,1,0,0,1,1,0,1,1,4.31034140368,2.31849315068493,2
1696,5,1,5,1,4,2,5,4,4,5,4,3,3,3,1,0,1,1,1,0,0,0,0,1,381.6733342,2.31849315068493,2
1703,4,2,4,2,3,2,3,4,5,5,3,3,3,4,1,1,1,0,0,0,1,0,0,0,16.1283065305,2.41176470588235,1
1704,1,5,5,1,3.83558151292937,3.90224279637743,3.95867370298615,2,2,5,3,4,5,5,1,1,1,1,1,1,1,0,1,1,46.0493743861,2.31849315068493,4
1706,4,3,3,3,4,4,4,4,4,4,4,3,3,3,1,1,1,1,0,0,0,0,1,1,86.1865634984,2.31849315068493,1
1709,2,4,4,2,4,3,3,5,5,5,5,4,3,4,1,1,1,1,0,0,1,0,0,1,253.779880497,2.31849315068493,2
1711,2,4,4,2,3,3,2,4,4,4,4,4,1,2,1,0,1,1,0,0,1,1,1,1,40.104361834,2.31849315068493,2
1717,4,3,4,2,2.09334320859239,1.67137912576408,2.06186577059964,2,2,4,2,1,2,2,1,1,1,1,1,1,1,0,0,0,394.339958443,2.31849315068493,4
1718,1,5,5,1,4,3,4,5,5,5,2,2,5,5,1,1,1,1,1,1,1,0,0,1,129.047692128,2.31849315068493,4
1719,2,4,4,5,4,4,2,4,4,4,4,4,4,4,1,0,1,1,1,0,1,0,0,1,16.9066138115,2.31849315068493,3
1725,2,4,4,3,4,4,4,4,4,5,5,4,4,4,1,1,1,1,0,0,1,0,0,1,107.779678786,2.31849315068493,2
1732,1,5,5,1,5,3,5,4,4,5,5,4.12008143171223,4,4,1,1,0,1,0,0,0,0,0,0,35.2972295273,2.31849315068493,1
1735,3,4,5,1,5,4,4,5,4,4,4,4,4,4,1,0,1,0,0,1,1,0,0,1,191.16899742,2.31849315068493,2
1737,2,4,4,2,3,2,4,5,5,5,4,4,4,4,1,1,0,0,1,0,1,0,0,1,115.943965387,2.31849315068493,2
1740,4,2,4,2,4,2,4,4,4,4,4,3,4,4,1,1,1,0,0,1,1,0,0,1,40.8896822107,2.31849315068493,2
1747,2,5,5,1,4,3,3,3,2,5,4,3,4,4,1,1,1,1,1,0,1,0,0,0,45.1962404611,2.31849315068493,3
1751,4,2,3,3,3,3,3,4,4,4,4,4,3,3,1,0,0,1,0,0,0,0,0,1,200.831848329,2.31849315068493,1
1754,1,4,3,4,5,3,5,4,4,4,4,4,4,4,1,1,1,1,0,0,1,0,1,1,17.8214687224,2.31849315068493,2
1756,4,2,2,4,5,5,4,5,5,5,4,4,5,5,1,0,1,1,1,0,1,0,0,1,65.2997120976,2.31849315068493,3
1758,3,5,3,3,4,2.79496263260675,3,5,5,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,38.2695140524,2.31849315068493,0
1759,2,4,5,1,4,4,3,1,2,4,4,3,2,2,0,0,1,1,0,0,0,0,1,1,130.375134532,2.31849315068493,1
1760,4,4,4,4,5,5,5,4,4,4,2,4,1,3,1,0,1,1,1,0,1,0,1,1,15.9074138163,2.31849315068493,3
1762,2,4,2,4,5,5,5,5,5,4,4,3,3,3,1,0,1,1,0,0,0,0,1,1,63.0491159242,2.31849315068493,1
1764,3,3,5,2,3.73423621204695,2.32851892336773,3.63636915019196,5,5,5,5,3,2,1,1,1,1,1,1,1,1,0,0,1,114.562694457,2.31849315068493,4
1775,2,4,4,2,5,3,4,5,4,5,4,4,4,5,1,0,1,1,0,0,1,0,1,1,64.6088341136,2.31849315068493,2
1781,1,5,5,1,5,2,3,5,5,5,5,4,3,4,1,1,1,1,1,0,1,0,0,0,1431.99251403,2.31849315068493,3
1790,5,5,5,5,4,2,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,3272.47517676,2.31849315068493,4
1795,4,2,4,2,3,2,4,3,2,2,2,2,2,2,1,0,0,1,1,0,1,0,0,1,4308.3572832,2.31849315068493,3
1806,2,3,4,2,4,2,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,1472.50637451,2.31849315068493,4
1810,4,2,4,3,4,3,3,4,4,4,4,3,2,2,1,1,0,1,0,0,0,0,0,0,1377.59849158,2.31849315068493,1
1821,4,2,2,4,5,5,5,4,4,5,4,3.80862594247847,5,4,1,1,0,1,0,0,0,0,0,1,1171.5998078,2.31849315068493,1
1828,3,3,4,3,4,3,3,3,4,4,4,3,3,4,1,1,1,1,1,0,1,0,0,1,4303.12662408,2.31849315068493,3
1829,2,4,5,2,4,3,3,4,4,5,4,4,4,4,0,1,0,0,1,0,1,0,0,1,2083.43593549,2.31849315068493,2
1830,2,3,4,2,4,5,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,0,0,1,1974.11747924,2.31849315068493,2
1832,3.11329584144833,4,5,4,3,2.42474434170878,2,4,5,5,5,5,4,4,1,1,1,1,1,1,1,0,0,0,2839.00737915,2.31849315068493,4
1833,3,3,3,3,3.93142210715728,3.66765778112777,3.10320074659253,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,2639.01254138,2.31849315068493,4
1838,2,4,4,2,5,5,4,2,4,4,4,4,4,4,1,1,0,1,1,1,1,0,0,1,1907.91329126,2.31849315068493,4
1843,4,2,3,4,4,4,3,4,4,4,4,3,4,4,1,1,1,1,0,1,1,0,0,1,5839.67509236,2.31849315068493,3
1847,1,4,4,1,5,3,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,0,0,2852.23632985,2.31849315068493,2
1857,3,2,4,5,5,5,5,4,4,4,4,2,2,2,1,1,0,1,0,0,0,0,0,0,2057.20326345,2.31849315068493,1
1859,1,5,5,1,2,2,3,4,5,5,5,3,3,4,1,1,1,1,1,0,0,0,0,1,4026.96498988,2.31849315068493,2
1862,1,5,4,2,4,2,4,2,4,4,4,3.14071629957243,2,3,1,1,1,1,0,0,0,0,0,1,2635.64571803,2.31849315068493,1
1863,4,1,3,4,4,5,4,2,4,5,4,4,5,5,1,0,1,1,1,0,0,0,1,0,2535.54250982,2.31849315068493,2
1869,3,3,5,1,5,2,4,4,4,5,1,4,4,4,0,1,1,0,1,1,1,0,0,0,1332.72580791,2.31849315068493,3
1874,3,2,4,2,3,3,3,4,4,4,4,3,4,4,0,1,1,1,1,1,1,0,0,1,6138.31037263,2.31849315068493,4
1882,4,4,4,2,3.28893580765071,2.68039330184437,3.27602203642431,4,4,4,4,4,3,4,1,1,1,1,1,1,1,0,0,0,3276.49653184,2.31849315068493,4
1890,3,3,5,1,5,2,4,4,4,5,3,2,1,4,1,0,1,0,0,0,1,0,0,0,3324.00073097,2.31849315068493,1
1899,4,1,3,4,4,2,3,4,4,4,4,4,3,4,1,0,1,0,1,0,1,0,0,0,1942.13747676,2.31849315068493,2
1901,2,4,4,2,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,1491.00042942,2.31849315068493,4
1909,4,3,4,2,4,4,3,5,5,5,3,4,5,4,0,1,1,1,1,1,1,0,1,1,0,2.44444444444444,4
1911,4,2,4,2,4,3,4,5,5,5,4,4,5,4,1,1,0,0,1,1,1,0,1,1,0,2.44444444444444,3
1912,2,1,5,1,5,4,4,4,5,5,5,5,5,5,1,1,1,0,1,1,1,0,1,1,0,2.44444444444444,3
1915,1,4,2,4,3,3,4,5,5,5,5,5,5,5,1,0,0,0,1,1,0,0,1,1,11718.058524,2.2,2
1917,4,3,2,4,4,3,5,4,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,1,11487.1313537,2.2,1
1918,1,1,4,1,3.62307369579681,2.66752724144092,3.91201874048226,4,5,5,5,5,4,3,1,1,1,1,1,1,1,0,0,1,12080.3114419,2.2,4
1924,3,5,5,1,4,2,4,2,4,5,5,4,5,5,1,1,0,1,1,1,1,1,0,1,10685.1668198,2.2,4
1926,3,3,4,1,4,4,4,2,2,4,3,4,3,3,1,1,0,0,0,0,0,0,0,1,11438.1517773,2.2,0
1927,4,4,3,4,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,1,1,0,0,1,11237.757192,2.2,2
1930,3,4,4,2,3,1,3,5,4,4,4,3,4,4,1,1,1,1,0,0,0,0,0,1,11099.7094714,2.2,1
1937,2,5,5,1,4,2,3,5,5,4,5,5,4,5,1,1,0,1,1,1,1,0,0,0,8111.20496536,2.2,4
1947,1,2,5,1,4,4,4,5,5,4,4,4,4,4,1,1,1,0,1,1,1,0,0,1,94.6224698701,2.44444444444444,3
1948,1,5,5,1,5,4,5,4,5,5,5,5,5,4,1,1,0,1,1,0,1,0,0,0,395.735519489,2.44444444444444,3
1951,2,4,4,2,3,3,3,4,4,5,4,4,4,4,1,1,1,0,1,1,1,0,0,1,429.471201296,2.44444444444444,3
1952,3,3,5,1,5,4,4,4,4,5,4,3,4,4,1,1,0,0,0,1,0,0,1,1,217.974297988,2.44444444444444,1
1954,4,2,4,4,4,3,4,5,4,5,5,5,5,5,1,1,1,1,1,1,0,0,1,1,0,2.44444444444444,3
1955,1,5,3,4,3,3,2,5,5,4,4,4,5,5,1,1,0,0,1,1,1,0,0,1,725.956782515,2.44444444444444,3
1956,1,5,5,1,5,4,4,5,5,4,5,5,5,5,1,1,1,0,1,1,1,0,1,1,704.305868318,2.44444444444444,3
1970,2,4,5,2,4,3,3,5,4,4,4,3,5,3,1,1,1,0,1,0,1,0,0,1,3471.16618929,1.81818181818182,2
1974,2,2,5,5,4,2,3,4,5,5,4,4,4,4,1,1,1,1,1,1,1,0,0,0,3496.39075611,1.81818181818182,4
1976,4,1,3,4,4,4,3,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,1,0,17464.5736359,1.81818181818182,1
1984,1,5,5,1,5,5,5,5,2,5,5,4,3,3,1,0,1,1,0,0,0,0,0,1,11196.1280285,2.2,1
1986,5,4,4,5,5,5,5,5,5,3,4,4,3,3,1,0,0,0,1,0,0,0,0,1,10976.5419485,2.2,1
1988,1,4,5,1,4,3,3,4,4,4,4,4,4,4,1,1,0,1,1,0,1,0,0,1,10934.0111551,2.2,3
1989,4,4,3,4,4,4,5,4,4,2,2,2,2.36567685418484,2,1,1,0,1,1,1,0,0,0,0,10945.2153403,2.2,3
1993,2,4,5,2,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,11110.2225512,2.2,4
1994,5,1,4,4,2,2,4,2,2,4,4,4,4,4,0,1,1,0,0,0,0,0,0,1,11244.9069745,2.2,0
1997,3,3,3,4,5,4,5,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,1,1,10984.9221232,2.2,0
2000,3.31302812794309,3.50316597103088,3.5029225370761,3.20645687114887,4,4,5,4.32277059956171,4.62108076187079,4.23537360673181,4.58240348549952,4.15693023989996,4.95705073485251,4.41047991730284,1,1,0,1,0,1,1,0,0,1,11980.464066,2.2,3
2001,3,3,4,2,4,4,5,5,4,5,5,4,4,4,1,1,1,0,1,0,1,0,0,0,10111.488425,2.2,2
2012,3,3,3,3,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,1,254.30268306,2.44444444444444,4
2018,3,3,3,4,5,3,5,4,4,5,4,4,4,4,1,1,1,0,0,1,0,0,0,1,352.317850896,2.44444444444444,1
2021,5,2,4,2,4,4,4,5,5,5,5,5,3,3,1,1,1,1,1,1,1,0,0,1,426.29894759,2.44444444444444,4
2022,2,4,5,1,5,5,4,5,5,5,5,4,3,3,1,1,0,0,0,0,0,0,0,1,378.774576989,2.44444444444444,0
2023,2,4,4,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,0,1,279.387511679,2.44444444444444,1
2036,3,4,3,4,4,3,4,4,3,3,3,3,3,3,1,1,1,0,1,0,0,0,0,1,3468.04928822,1.81818181818182,1
2038,2,4,4,2,3,2,2,4,4,4,4,4,3,4,1,1,1,0,1,0,1,1,1,1,3467.96133692,1.81818181818182,2
2039,3,2,4,4,2,2,3,2,2,4,2,2,3,3,0,0,0,0,1,0,1,0,0,0,18196.2201661,1.81818181818182,2
2057,2,4,4,4,3,3,2,4,4,4,4,4,3,4,1,0,0,1,1,1,1,0,0,0,11103.7462394,2.2,4
2058,5,1,1,1,5,5,5,3,3,5,4,3,3,3,1,0,1,0,0,0,0,0,0,1,11083.8337664,2.2,0
2059,4,2,5,2,3,2,3,4,4,5,4,3,3,2,1,1,1,0,0,0,1,0,0,0,11200.9662974,2.2,1
2060,1,5,5,2,2,2,1,5,5,5,5,5,5,5,1,1,1,1,0,0,1,0,0,0,10859.5361365,2.2,2
2063,1,5,5,1,5,4,5,5,5,5,5,3,3,4,1,1,1,1,0,0,1,0,0,1,11722.6260676,2.2,2
2075,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1,1,0,0,1,1,1,0,0,1,1160.30522857,2.44444444444444,3
2076,3,3,4,2,3.91327730384388,3.34637637681647,3.99567227847822,4,4,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,417.485985654,2.44444444444444,4
2081,4,2,2,4,4,3,3,2,2,5,3,2,2,3,1,0,1,0,0,0,0,0,0,1,363.549417227,2.44444444444444,0
2084,1,4,4,3,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,352.201464966,2.44444444444444,4
2098,5,2,4,4,2,2,3,4,4,5,3,2,4,2,1,1,0,0,0,1,0,0,0,1,3465.11888541,1.81818181818182,1
2104,2,3,5,2,4,3,4,4,3,4,4,4,3,4,1,1,1,1,0,0,0,0,0,0,16294.6655761,1,1
2116,3,3,4,3,4,3,3,3,4,4,4,4,3,4,1,1,1,1,1,0,1,0,0,1,11273.2111188,2.2,3
2119,3,3,4,3,1,1,5,5,5,5,5,5,3,5,1,1,0,0,0,1,0,0,0,1,10907.7447542,2.2,1
2120,2,4,5,1,4,3,5,5,4,5,5,5,4,4,1,0,0,1,0,0,1,0,0,0,10839.0350371,2.2,2
2121,5,2,1,5,4,2,5,4,2,4,4,3,3,2,1,1,0,0,0,1,0,0,0,1,11192.5631836,2.2,1
2122,1,1,4,2,4,2,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,11278.9917507,2.2,4
2130,2,5,5,1,2,1,2,5,5,5,5,3,3,3,1,0,1,0,0,0,0,0,0,1,7708.2827738,2.2,0
2137,4,2,4,2,4,3,3,4,4,4,4,4,4,4,1,0,0,1,1,0,0,0,1,1,510.226085005,2.44444444444444,2
2145,4,2,4,2,4,3,2,5,5,4,4,4,4,4,1,1,0,1,0,1,1,0,0,1,741.72535298,2.44444444444444,3
2149,2,4,4,2,5,5,4,4,4,4,4,2,2,2,1,1,1,0,0,0,0,0,0,1,484.541026398,2.44444444444444,0
2151,1,5,5,2,3,1,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,0,1,1,162.909515017,2.44444444444444,4
2164,2,4,4,2,4,3,4,4,4,4,3,3,2,3,1,0,0,0,0,0,0,0,0,1,3462.00219389,1.81818181818182,0
2166,2,4,4,3,4,3,3,4,4,4,4,4,3,4,1,1,0,1,1,0,1,0,0,0,18216.284058,1.81818181818182,3
2167,2,4,5,2,5,4,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,14940.8026497,1.81818181818182,2
2169,3,3,4,2,3,2,2,4,3,4,4,3,3,3,1,1,1,0,0,0,0,0,0,0,18249.9685986,1,0
2171,3,3,4,2,3,2,4,5,5,5,4,4,4,4,1,1.39984213301757,1,1,0,0,0,0,0,0,20651.6449452,1,1
2173,4,3,4,2,3,3,3,2,2,4,4,2,4,4,1,1,1,1,0,0,1,0,0,0,20256.0799246,1,2
2178,3,5,5,1,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,11235.813501,2.2,4
2184,1,4,4,1.93629721267698,4,4,4,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,11135.521036,2.2,0
2185,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,11636.6131418,2.2,4
2191,2,4,4,2,3,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,10791.6118443,2.2,4
2201,4,2,4,4,5,4,5,5,5,4,4,5,3,4,1,1,1,0,1,0,1,0,0,1,553.662302821,2.44444444444444,2
2206,2,4,4,2,2,2,2,4,4,4,4,3,3,3,1,1,1,1,0,0,1,0,0,1,401.897482875,2.44444444444444,2
2213,3,3,4,2,5,3,5,5,5.15671408397578,5,5,5,5,5,1,1,1,1,1,0,1,1,0,1,512.151153336,2.44444444444444,3
2214,2,4,4,2,3.69153422343653,3.09008764940869,3.18163174387642,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,1104.61222631,2.44444444444444,4
2215,4,2,3,4,4,3,5,2,5,4,2,2,1,1,1,1,0,0,0,0,0,0,0,1,775.875596415,2.44444444444444,0
2217,4,2,3,3,5,3,4,5,5,4,3,3,3,4,1,1,1,0,0,1,1,1,0,1,847.005230867,2.44444444444444,2
2218,1,5,1,5,5,5,5,2,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,1,1037.50672733,2.44444444444444,2
2234,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,1,0,1,1,3458.69923498,1.81818181818182,2
2241,2,4,3,3,4,2,3,2,4,3,3,4,4,4,1,1,0,0,0,1,0,0,0,1,11356.6487647,2.2,1
2248,4,2,4,2,5,3,4,4,4,5,4,3,4,4,1,1,0,1,0,1,1,0,0,1,11257.4276551,2.2,3
2249,2,4,4,2,5,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,0,0,0,0,11205.8561085,2.2,1
2256,1,5,4,2,4,3,5,5,5,5,5,5,4,5,1,1,1,0,1,1,1,0,0,0,11787.8130782,2.2,3
2257,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,11617.4902427,2.2,4
2259,4,2,4,3,4,4,3,4,4,4,4,4,4,4,1,1,0,0,1,0,1,1,0,1,9765.59319004,2.2,2
2260,5,3.20910804403866,5,3.0930738709883,3.9190659006009,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,7566.27742137,2.2,4
2263,4,4,3,3,5,3,3,5,4,4,4,3,3,3,1,1,0,1,1,0,1,0,1,1,10579.1515885,2.2,3
2264,2,4,3,3,5,5,5,4,4,4,4,4,4,5,1,1,1,0,0,0,1,0,0,1,375.215570836,2.44444444444444,1
2266,2,3,4,2,5,4,4,4,4,4,3,3,4,4,1,1,1,0,1,1,1,0,0,1,651.547186923,2.44444444444444,3
2268,2,4,4,3,5,4,3,5,5,5,4,4,5,4,1,0,1,0,0,1,0,0,1,1,294.695212538,2.44444444444444,1
2269,2,4,4,2,3,2,2,4,4,4,4,4,3,4,1,1,1,0,0,1,0,0,0,1,272.899111426,2.44444444444444,1
2270,3,4,4,3,3,3,2,4,3,4,4,3,4,3,1,0,1,1,1,1,1,0,0,1,218.233796442,2.44444444444444,4
