"id","c1a","c1b","c1c","c1d","c1e","c1f","c1g","c1h","c1i","c1j","c1k","c1l","c1m","c1n","c1o","c1p","c1q","c1r","d1a","d1b","d1c","d1d","d1e","d1f","d1g","e1a","e1b","e1c","e1d","e1e","e1f","e1g","e1h","e1i","e1j","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","f5a","f5b","f5c","f5d","h1a","h1b","h1c","h1d","h1e","h1f","h1g","h1h","h1i","h1j","h1k","h1l","h1m","h1n","h1o","h1p","education","near_03f","city","numBehaviors","cityRate"
866,3,3,5,3,2,2,2,2,2,3,5,1,3,3,1,5,1,4,4,3,2,3,1,1,4,1,3,1,3,4,3,3,5,2,3,2,2,3,2,2,3,3,1,1,1,1,0,0,1,4,2,3,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,193.186197369,"Ramona",2,2.31849315068493
869,4,4,4,3,2,2,3,3,2,4,4,3,2,5,4,3,3,5,3,5,4,4,3,4,3.22932760321716,2,3,5,3,4,5,2,5,5,5,4,4,4,4,4,4,4,1,0,1,1,0,1,1,5,5,5,3,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,6,264.754636667,"Ramona",3,2.31849315068493
876,4,4,4,3,2,2,4,3,2,4,4,3,4,4,2,4,2,4,4,4,2,4,2,2,4,2,5,4,2,2,4,2,4,2,5,4,5,4,3,3,3,4,1,1,1,1,1,1,1,5,5,5,4,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,5,0,"Ramona",4,2.31849315068493
877,3.69365876830817,3.57689188967128,3.66311667779047,3.52139767649241,1.98697116711851,1.97390176682559,1.99771700167074,1.77678641903381,1.82818620157556,4.13873261072426,3.28649231571278,2.91743128418821,2.93564749165839,2.01447874080768,3.20727883402986,2.13459607265293,3.29370267833469,3.40217844865198,3,3,2,4,2,4,4,4,4,4,2,2,4,2,2,2,2,2,3,4,4,1,4,4,1,1,1,0,0,0,0,4,2,3,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,6,48.0838786272,"Ramona",0,2.31849315068493
882,5,5,5,5,1,1,1,1,1,4,4,3,3,4,2,4,2,4,5,5,2,4,2,2,4,2,1,5,1,5,1,5,5,4,4,4,4,5,5,5,3,4,0,0,1,1,0,0,0,4,4,4.16524347251617,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,5,47.2630813972,"Ramona",1,2.31849315068493
883,4,4,5,2,2,2,2,2,2,4,4,1,3,3,2,3,3,4,4,4,3,4,2,2,3,2,4,4,1,2,4,2,4,3,2,4,4,5,4,4,4,4,1,1,1,1,1,1,1,4,4,3,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,20.7197659041,"Ramona",4,2.31849315068493
884,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,4,2,3,4,5,3,3,2,2,4,5,4,5,3,5,4,4,5,3,5,5,5,5,5,4,4,4,1,0,0,1,0,0,0,5,4,4,4,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,2,68.4941260796,"Ramona",1,2.31849315068493
885,2,2,4,3,2,4,4,4,3,4,4,3,3,4,1,4,1,4,4,4,2,2,2,2,4,1,5,5,2,3,5,1,5,4,4,5,5,5,5,4,5,5,1,1,1,1,1,1,1,5,4,4,3,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,2,2.49137997307,"Ramona",4,2.31849315068493
888,4,4,4,4,2,2,2,2,2,2,4,2,2,3,2,4,2,2,4,4,2,2,3,2,4,4,1,2,1,5,3.73110218855176,2,4,3,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,4,2,4,4,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,4,118.085855852,"Ramona",3,2.31849315068493
893,4,4,4,3,1.82062644390843,3,2,2,2,2,4,2,3,4,3,3.27490645921352,3,3,4,5,2,3,2,2,4,2,4,4,3,3,4,2,4,3,3,4,4,5,3,3,3,4,1,1,1,0,1,1,1,4,3,3,3,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,4,245.723579223,"Ramona",3,2.31849315068493
895,4,4,4,4,1,1,1,1,1,4,5,1,5,3,1,5,1,5,5,5,2,4,1,1,4,1,2,5,2,5,5,1,5,3,4,4,4,5,5,4,4,4,1,1,1,1,1,0,0,2,4,3,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,6,114.203145204,"Ramona",2,2.31849315068493
900,5,5,5,4,1,1,1,1,1,4,4,2,4,2,1,5,1,4,4,2,3,4,2,3,4,3,1,2,2,5,5,3,5,3,4,2,2,4,2,2,1,2,1,0,0,0,0,0,0,5,4,3,3,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,90.402412859,"Ramona",0,2.31849315068493
901,4,4,4,4,3,2,2,3,2,4,4,3,2,3,3,4,2,3,4,4,2,4,2,2,4,4,4,2,2,4,3,3,4,3,4,2,2,4.1670171150452,2.49526814334007,2,2,2,1,0,1,0,0,0,0,4,3,3,2,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,2,90.402412859,"Ramona",0,2.31849315068493
904,5,5,5,4,1,2,1,2,1,4,5,3,3,3,2,3,3,4,4,5,2,2,2,2,4,2,2,3,2,4,5,2,4,4,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4.10557675202594,4.45324556865948,3.57704700334053,3.29347772589193,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5,18.0323643263,"Ramona",4,2.31849315068493
914,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,4,2,4,4,4,2,4,2,2,4,4,2,2,2,4,2,4,4,3,4,4,4,5,4,4,4,4,1,1,0,1,0,0,0,4,3,4,3,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,4,13.2581957451,"Lakeside",1,2.41176470588235
921,4,4,4,4,2,1,1,1,1,2,5,2,4,3,2,4,2,2,5,4,1,5,1,1,5,2,2,4,2,5,5,1,5,2,4,5,5,5,2,2,2,2,1,0,0,1,0,0,0,4,4,4,3,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,2,140.237028358,"Ramona",1,2.31849315068493
922,4,4,4,2,4,2,2,2,2,4,5,2,3,4,1,5,5,3,4,5,2,3,1,1,5,1,2,4,2,4,4,2,4,4,4,3,3,5,5,3,3,3,1,0,1,1,0,0,0,5,2,2,5,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,6,80.9348297611,"Ramona",1,2.31849315068493
929,5,5,5,4,1,1,2,2,1,5,4,1,3,2,1,5,1,3,5,4,2,1,1,1,5,2,3,4,3,5,5,1,5,2,5,5,4,5,5,3,3,5,1,0,1,0,0,1,1,4,2,5,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,5,397.032450457,"Ramona",2,2.31849315068493
930,4,4,4,3,1,4,4,3,3,4,3,2,3,3,1,5,1,3,4,4,2,2,2,2,4,3,2,3,2,5,4,2,5,3,4,5,4,4,5,5,4,3,1,1,1,1,1,0,0,5,3,4,4,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,417.679563253,"Ramona",2,2.31849315068493
932,4,3,4,4,2,4,4,4,2,4,5,3,4,4,3,4,2,4,5,5,2,2,2,2,5,2,4,4,3,4,4,2,5,4,4,4,4,4,4,3,4,4,1,1,1,1,0,0,0,4,3,3,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,369.558832136,"Ramona",1,2.31849315068493
938,5,5,5,5,1,1,1,1,1,5,5,5,2,2,2,3,2,4,4,4,2,4,2,2,3,2,4,4,1,2,5,2,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,4,3,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3,204.761032863,"Ramona",4,2.31849315068493
939,4.24441068466776,4.51616730932952,4.60274600625369,3.47874859581727,1.65300770501845,1.85094598565802,2.97163067940851,2.98972329338692,1.98214002259005,3.92269209808733,4.02836558280955,2.16423464159782,3.04656859077444,3.60573480756923,1.47514671107339,4.60024122938953,1.26062110836326,3.08361031998409,2,5,4,2,4,1,2,2,4,4,2,2,5,1,4,3,4,4,4,5,4,1,2,4,1,1,1,1,1,1,1,3.71413962745158,1.95701409312048,3.59573735001604,3.55474488890412,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,3,211.046119364,"Ramona",4,2.31849315068493
941,4,4,4,4,2,2,2,3,2,3,2,1,2,3,2,3,2,4,4,4,2,1,2,2,4,3,3,3,3,4,4,1,2,3,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,4,3,3,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,136.85547977,"Ramona",2,2.31849315068493
945,2,2,3,2,2.89745498308077,2,2,2,2,3,4,3,4,4,3,3,3,2,4,2,2,3,3,3,3,2,4,4,2,4,4,2,4,2,4,4,4,4,4,4,2,4,1,1,1,1,1,0,1,4,3,3,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,6,71.4379066816,"Ramona",3,2.31849315068493
949,5,5,5,4.76952528133874,2.80432366565991,3.88301269632568,5,5,5,5,1,1.37652658070352,5,5,1,5,1,5,5,5,5,5,1.92086788626352,1,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,3,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,3,67.4923281262,"Ramona",4,2.31849315068493
952,4,4,4,4,1,2,1,1,1,3,5,2,3,3,2,2,3,5,4,4,3,4,2,2,4,1,5,5,1,3,5,1,5,5,3,4,4,5,5,5,5,5,1,1,1,1,1,0,1,5,5,5,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,90.4578655795,"Ramona",3,2.31849315068493
953,5,5,5,4,1,2,2,1,1,2,4,2,3,2,2,4,2,2,4,4,3,3,2,2,4,3,3,4,3,3,5,1,4,3,4,4,4,5,4,3,3,4,1,1,1,1,0,1,1,4,2,3,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,4,84.6050568917,"Ramona",3,2.31849315068493
954,4,4,4,4,2,2,2,4,2,2,4,2,3,3,4,2,4,4,4,4,3,3,3,2,3,2,2,4,2,4,4,2,4,4,4,4,4,5,4,4,4,4,1,1,1,1,0,0,1,2,2,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,134.644030291,"Ramona",2,2.31849315068493
956,4,4,4,3,2,2,3,2,1,4,3,2,3,3,2,4,2,3,4,4,3,4,2,2,4,4,3,2,3,4,3,4,3,2,4,3,3,5,4,3,3,3,1,1,1,0,0,0,1,3,3,3,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,3,68.1583270107,"Ramona",1,2.31849315068493
960,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,3,4,4,3,3,2,2,4,4,2,3,2,4,3,3,5,4,4,4,4,4,4,4,3,3,1,0,1,0,0,0,0,4,3,2,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,4,273.292573754,"Ramona",0,2.31849315068493
971,3.01870217854699,2.58269629820438,3.32035275413698,3.02899896230611,1.68365135281022,2.54361213160258,3.0088430799121,3.2528531731576,1.93737906077422,4.38381159492151,4.48109343000078,3.11352540408723,1.4777101043627,1.20019881073574,2.10579104218559,3.63489083297976,1.63157234733203,3.82192922816244,3,3,3,3,3,3,3,3,2.02921633338028,3.61721555012956,2.26601009864195,5,3.02525473229744,4.00655071559501,3.96081547162503,3,3,4,4,3.85111755355289,4,4.01999640053727,4,4,1,1,1,1,1,1,1,4,3,3,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,162.970120235,"Ramona",4,2.31849315068493
973,4,3,4,2,4,3,4,4,3,5,5,4,2,2,3,4,2,5,3,5,4,2,4,2,3,1,5,4,1,2,5,1,5,5,4,4,4,5,5,4,5,4,1,1,1,1,0,1,1,3,2,1,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,69.287787854,"Ramona",3,2.31849315068493
974,5,5,5,5,1,1.79954305806746,2,1,1,4,4,3,2,2,4,2,3,2,4,4,3,1,3,4,4,1,3,4,3,3,4,2,4,3,2,4,4,4,4,4,4,4,0,1,1,1,0,0,1,5,4,4,3,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,4,27.2053649517,"Ramona",2,2.31849315068493
977,4.6207291853248,4.47092339887638,4.42151634994152,4.53706708949161,1.54750220816583,1.23787666708346,1.75445472794425,1.36748812910431,1.072298225462,2.09006326597349,3.57730849765519,1.03020252222163,3.53898073639108,2.24586590029158,1.80866857776998,3.52596613140385,2.50618401782351,2.69694582431024,4,3,2,2,2,3,4,3,2,2,2,4,5,1,4,2,5,1,2,5,2,3,2,2,1,1,1,1,1,1,1,3.93992347512123,3.31375049063805,3.35301557090283,1.66779143445045,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,6,19.3283623838,"Ramona",4,2.31849315068493
978,5,5,5,3,1,2,2,2,2,5,5,3,4,4,5,5,5,5,4,4,2,2,2,2,4,1,2,5,2,4,5,2,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,3,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,3,21.4542574607,"Ramona",4,2.31849315068493
979,4,4,5,4,2,2,4,2,2,4,4,2,4,2,2,5,5,2,4,4,2,4,1,1,5,4,2,2,2,5,5,2,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,2,5,5,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,4,64.3014509959,"Ramona",4,2.31849315068493
981,5,5,5,5,1,1,2,2,2,4,4,3,2,2,2,3,2,4,4,2,2,3,3,4,4,3,4,2,2,4,4,2,4,4,4,4,4,5,4,4,3,4,1,0,1,1,1,0,1,5,3,3,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,3,111.197473872,"Ramona",3,2.31849315068493
983,5,5,5,5,1,2,2,1,1,3,5,2,2,4,3,3,2,4,1,4,5,1,5,2,1,4,1,2,1,5,5,1,5,4,3,5,5,5,4,4,3,4,1,0,1,1,0,1,1,5,5,5,3,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,6,98.2959583234,"Ramona",3,2.31849315068493
988,5,5,5,5,1,1,2,1,1,4,4,2,3,4,1,5,1,3,3,3,3,5,3,3,3,4,1,1,1,5,4,3,4,3,3,4,4,5,5,5,5,5,0,1,0,0,0,0,0,5,3,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0,"Ramona",0,2.31849315068493
989,3,3,4,4,2,2,4,3,2,4,4,2,2,1,1,4,1,3,4,4,3,3,2,2,4,2,4,4,2,3,4,3,4,4,3,4,4,3,4,3,4,4,1,0,1,1,0,1,1,3,2,3,3,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,2,0,"Ramona",3,2.31849315068493
991,4,4,4,4,2,2,2,2,2,4,4,2,4,4,3,4,2,5,4,5,3,3,2,2,4,2,2,4,2,4,4,2,4,2,4,4,4,5,5,4,3,4,0,0,1,0,0,0,0,3,3,4,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,3,185.902962122,"Ramona",0,2.31849315068493
992,3.4240575214788,3.37435239307479,3.91763938939782,3.32295069019343,1.61592259025734,2.48157273787611,3.1495001293742,3.06760446102874,1.82299416080146,3.88128574348999,4.56475066315372,2.65296734379504,3.34860356199681,3.40281722941142,2.58661693849003,4.0913320986281,1.53790912064965,4.31172393415591,4,5,2,3,1,1,4,1,3,5,1,4,4,2,4,3,3,2,4,4,2,3,2,4,1,1,1,0,0,0,1,3,2,2,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,10.1373332999,"Ramona",1,2.31849315068493
1004,4,5,5,4,3,2,4,2,2,5,5,5,4,3,1,5,1,5,4,4,2,5,2,2,4.4142611741072,2,4,4,3,2,4,2,5,5,5,5,5,5,5,3,3,4,1,1,1,1,0,1,1,5,3,3,5,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,6,30.900306356,"Ramona",3,2.31849315068493
1008,5,5,5,5,5,4,4,4,2,4,4,3,2,2,1,5,1,4,4,4,2,4,2,2,5,2,1,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,4,3,2,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,6,6.23004480928,"Lakeside",4,2.41176470588235
1022,3,3,5,1,1,1,1,1,1,5,5,1,3,2,1,4,1,1,5,5,2,3,1,1,3,3,1,1,1,4,5,1,5,2,3,4,4,5,4,4,4,4,1,1,1,1,0,0,0,5,4,5,2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,6,87.5496264602,"Ramona",1,2.31849315068493
1026,1,1,4,1,2,3,2,2,2,4,3,1,1,1,1,5,1,2,5,5,1,4,1,1,5,3,3,2,1,4,4,3,5,2,2,4,4,4,4,4,1,4,1,1,1,1,1,0,1,4,3,3,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,50.7996063327,"Ramona",3,2.31849315068493
1028,5,5,5,4,4,2,2,1,1,5,5,1,3,3,3,5,1,4,3,2,2,4,4,4,4,5,5,4,1,5,3,5,5,3,5,5,4,4,5,4,4,4,0,0,0,1,1,0,1,1,5,4,4,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,167.0398328,"Ramona",3,2.31849315068493
1032,4,3,4,3,2,2,2,2,2,3,4,2,2,3,2,4,4,4,4,4,2,4,2,2,5,4,2,3,2,4,4,2,4,3,4,4,4,4,4,3,1,2,1,0,1,0,0,0,0,5,3,5,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,6,360.286102007,"Ramona",0,2.31849315068493
1033,4.44437746610665,4.64181786669139,4.94854357776507,4.37826989142876,1.52999512722005,1.79774341102144,1.48360173042978,1.51937437078861,1.57315552233564,3.44953723858639,4.05246064620271,2.87837749975308,2.46658735244028,2.50045479763889,3.01250440669966,3.04792683084054,3.11608243089321,3.68140846107021,4,4,2,3,3,3,3,4,3,3,2,4,5,2,4,3,4,4,5,5,4,4,3,4,1,1,1,1,0,0,0,5,4,3,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,6,29.2624555728,"Ramona",1,2.31849315068493
1036,4,4,4,3.35075713827445,2,2,2,2,2,3,4,3,2,2,3,3,3,3,4,3,2,4,2,2,3,2,3,4,3,4,4,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,4,2.72315004740911,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,3,137.302717659,"Ramona",4,2.31849315068493
1045,4.40750154374004,3.71813623527513,3.87513454595399,3.37339360127163,2.83667977889075,2.82382539388758,1.62212569130377,2.24961986233989,2.16303957076902,4.15841235741145,2.84487853775873,3.03517359232371,2.49445766817842,3.36169830244285,2.85441482910317,2.45617814384553,3.12872126851187,3.23701031323963,4,4,3,2,2,2,3,1,2,5,3,4,2,2,2,2,2,5,5,5,3,3,3,4,1,1,0,0,0,0,0,4,3,2,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,4,59.0375464744,"Ramona",0,2.31849315068493
1049,5,5,5,2,1,3,2,2,2,4,1,1,5,3,2,4,2,1,4,5,3,4,2,1,4,1,1,4,1,5,5,1,5,2,4,3,4,5,5,4,4,5,0,1,1,1,1,0,1,5,4,4,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,4,14.0767290712,"Ramona",3,2.31849315068493
1054,4,4,4,4,3,2,2,2,2,4,5,2,3,2,2,4,4,3,4,4,2,4,2,2,4,4,2,2,2,4,4,2,4,3,3,2,2,4,2,3,2,4,0,0,1,0,1,0,1,2,1,2,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,6,233.008131596,"Ramona",2,2.31849315068493
1056,4,4,4,4,2,2,2,2,2,4,4,3,3,3,3,4,2,4,5,5,2,5,2,2,4,3,3,4,2,4,3,4,4,2,3,4,4,4,2,2,2,4,1,0,1,1,1,0,1,4,3,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,5,229.154427815,"Ramona",3,2.31849315068493
1057,4,3,4,3,2,3,3,3,3,2,4,2,3,4,2,3,2,3,4,4,3,4,2,2,4,2,2,4,3,4,4,2,4,3,3,4,4,4,4,3,3,3,1,0,1,0,0,0,0,3,2,3,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,208.943851935,"Ramona",0,2.31849315068493
1058,5,5,5,5,1,2,3,2,2,4,4,3,4,2,2,4,2,4,4,4,2,4,2,2,4,2,5,4,1,2,4,2,5,5,4,4,5,5,4,4,5,5,1,1,1,1,1,1,1,3,3,4,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,6,0,"Ramona",4,2.31849315068493
1065,4,4,4,2,3,3,3,4,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,1,1,1,5,4,3,5,4,3,4,4,4,4,3,3,3,1,1,1,1,0,0,0,4,1,2,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,6,385.514455423,"Ramona",1,2.31849315068493
1066,4,4,4,4,4,2,3,3,2,4,4,2,3,3,3,4,4,4,3,4,3,3,3,2,3,2,3,4,2,2,4,2,4,3,4,2,2,4,4,3,2,2,1,0,0,0,0,0,0,4,2,2,2.53966170508423,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,351.196220974,"Ramona",0,2.31849315068493
1069,5,5,5,5,1,1,1,1,1,5,5,5,1,5,5,2,5,5,5,5,2,5,1,1,5,1,5,5,1,1,5,1,5,4,4,5,5,4,4,4,4,5,0,0,0,0,0,0,0,5,2,4,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,345.073511816,"Ramona",0,2.31849315068493
1081,4,4,5,4,2,2,2,1,1,4,4,3,3,2,1,5,1,3,5,2,2,4,2,4,5,2,4,3,1,1,5,1,4,4,4,4,4,4,4,4,4,4,1,0,1,0,0,1,1,5,4,5,3,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,5,59.4744144769,"Ramona",2,2.31849315068493
1084,5,5,5,5,1,2,2,2,1,4,4,3,4,3,2,4,2,3,4,4,2,4,2,2,4,4,2,2,2,5,5,2,4,3,4,4,4,4,4,3,4,3,1,1,1,1,0,1,0,4,4,4,3,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,4,148.312288642,"Ramona",2,2.31849315068493
1087,5,5,5,5,2,2,2,2,2,3,4,3,4,4,3,4,2,4,4,4,3,2,3,3,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,3,3,4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,4,85.7749231609,"Ramona",4,2.31849315068493
1088,4,4,4,4,2,2,2,2,2,4,4,3,3,3,2,4,2,4,3,4,3,2,3,2,3,2,2,4,2,4,4,2,4,2,4,4,4,5,3,3,3,4,1,1,1,0,0,0,1,3,2,2,4,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,4,169.042785015,"Ramona",1,2.31849315068493
1089,2,2,4,1.57186779727373,4,2,3,3,2,4,3,2,3,1,1,3,2,2,4,3,2,1,2,2,4,2,2,4,2,4,3,3,5,5,5,4,4,4,4,4,3,3,1,1,1,1,1,0,1,4,2,3,2,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,3,135.159211509,"Ramona",3,2.31849315068493
1091,3,3,4,3,3,3,3,4,2,4,4,2,2,2,3,4,2,4,4,4,3,4,2,2,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,3,3,3,1,1,1,1,0,0,1,4,2,4,5,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,4,71.4660371266,"Ramona",2,2.31849315068493
1098,5,5,5,5,1,2,2,1,1,4,4,1,2,3,2,4,2,2,3,3,3,4,4,4,3,2,1,2,3,4,2,3,3,3,4,4,3,4,4,4,3,4,1,0,1,1,1,0,1,3,3,4,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,6,114.019929894,"Ramona",3,2.31849315068493
1104,0.935634517311785,1,4,1,4,5,3,5,2,4,4,1,1,1,1,5,1,1,4,4,2,3,2,2,4,5,1,1,1,5,2,5,5,1,3.23182392840126,5,5,4,5,5,3,4,1,1,1,1,1,1,1,5,3,5,5,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,5,582.665868617,"Ramona",4,2.31849315068493
1106,4,4,4,4,2,2,3,4,2,4,4,2,4,4,2,4,2,3,4,4,2,4,2,2,4,3,3,4,3,4,4,3,5,5,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,4,2,3,4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,0,"Lakeside",4,2.41176470588235
1109,4,4,4,4,2,2,3,3,2,4,5,3,4,4,3,4,3,4,4,4,2,4,2,2,4,2,3,4,3,4,4,2,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,0,4,3,4,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,3,180.163371888,"Lakeside",3,2.41176470588235
1112,5,4,4.21916592026662,4,4,4,4,4,2,4,4,2,2,2,2,4,2,4,3,4,2,4,4,2,3,3,3,4,3,4,4,3,4,4,3,2,3,3,3,3,3,3,1,0,1,1,1,1,0,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,0,"Ramona",3,2.31849315068493
1114,4,4,5,2,2,2,2,2,2,5,5,2,3,3,1,5,1,4,4,4,2,4,2,2,4,2,2,4,2,5,5,2,5,4,4,5,5,5,5,5,4,5,0,0,0,1,0,0,0,4,3,4,3,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,3,61.0354391592,"Ramona",1,2.31849315068493
1116,5,5,5,5,1,1,2,2,1,1,5,3,4,2,3,4,2,4,3,5,5,4,3,2,4,4,3,5,3,4,4,2,5,4,5,5,4,5,5,5,5,5,1,0,1,1,0,1,1,5,5,3,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,"Ramona",3,2.31849315068493
1117,4,4,4,3,1,1,2,1,1,4,4,1,3,2,1,3,3,4,2,2,4,3,4,4,2,4,2,4,2,4,5,1,5,2,5,2,4,5,2,2,4,4,1,1,1,1,1,0,0,5,4,4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,93.2073031823,"Ramona",2,2.31849315068493
1121,5,5,5,5,1,1,2,2,1,4,4,2,3,3,2,4,2,4,3,4,4,3,3,2,3,4,2,3,2,4,5,2,4,2,4,4,4,4,4,3,2.89602505017985,3,1,1,1,1,0,0,1,3,2,2,3,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,99.2809948971,"Ramona",2,2.31849315068493
1122,2,2,3,1,4,4,3,4,4,2,5,1,2,1,3,2,2,5,4,4,2,3,2,2,4,1,4,5,2,3,5,1,5,3,3,3,5,5,5,3,5,5,1,1,1,1,0,0,0,4,2,4,3,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2,140.719334105,"Ramona",1,2.31849315068493
1126,5,5,5.19280139618794,3.81376653649902,1,4.00658441226561,5,5,1,3.96900131190162,5,1,5,4.78114763923449,1,5,5,5,5,5,1,5,1,1,5,5,1,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,1,1,1,1,1,1,1,2,3,4,4,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,6,184.848893729,"Ramona",4,2.31849315068493
